"number","title","pageid","namespace","length","touched"
"949","Cereus_serruliflorus","65830275","","3791","20260110104604"
"950","Weingartia_mentosa","65836895","","3709","20250816003314"
"951","Weingartia_neocumingii","65836952","","5462","20241226051119"
"952","Weingartia_steinbachii","65837024","","5348","20250816003331"
"953","Weingartia_tiraquensis","65837026","","822","20241220112607"
"954","Weingartia_corroana","65837091","","1808","20251228182033"
"955","Weingartia_hediniana","65837096","","2787","20251228173825"
"956","Aylostera_pulvinosa","65837194","","1253","20241111053640"
"957","Aylostera_pygmaea","65844339","","8265","20260112091648"
"958","Aylostera_atrovirens","65844387","","2628","20251228170045"
"959","Aylostera_leucanthema","65844405","","1407","20251228174420"
"960","Aylostera_nigricans","65844410","","1918","20251228174425"
"961","Weingartia_juckeri","65845473","","1529","20251228182048"
"962","Weingartia_mizquensis","65845476","","1678","20251228182053"
"963","Weingartia_taratensis","65845484","","2002","20251228173835"
"964","Strophocactus_wittii","66852192","","15498","20250126101940"
"965","Strophocactus_sicariguensis","66884919","","4387","20230217074424"
"966","Kimnachia","67037205","","5598","20251110092832"
"967","Kimnachia_ramulosa","67037226","","327","20210311162005"
"968","Blossfeldieae","67058142","","117","20221011012201"
"969","Hylocereeae","67069454","Category","49","20211005005130"
"970","Deamia_chontalensis","67069972","","4458","20260111015740"
"971","Deamia_testudo","67079222","","6210","20251227180306"
"972","Mammillaria_uncinata","67081464","","4669","20251202175306"
"973","Deamia_montalvoae","67091614","","4733","20251227192554"
"974","Echinocereeae","67106640","","15754","20260108100309"
"975","Echinocereeae","67106673","Category","108","20211004222818"
"976","Mammillaria_pringlei","67121805","","1903","20210316184105"
"977","Cremnocereus","67171638","","1781","20251123184322"
"978","Thelocactus_macdowellii","67204557","","4416","20240929153928"
"979","Thelocactus","67204588","Category","23","20210324233707"
"980","Parodia_crassigibba","67241607","","3167","20260209225343"
"981","Parodia_chrysacanthion","67256373","","1854","20210330190650"
"982","Parodia_concinna","67258711","","5922","20221007064256"
"983","Mammillaria_petterssonii","67268352","","2033","20241227071250"
"984","Pseudorhipsalis_amazonica","67271915","","2972","20210429035319"
"985","Pseudorhipsalis","67271927","Category","85","20210401114648"
"986","Echinocereus_scheeri","67287456","","5103","20250605015153"
"987","Echinopsis_arachnacantha","67402316","","4123","20251114145339"
"988","Pterocactus_tuberosus","67441038","","1560","20210419134322"
"989","Rhodocactus_nemorosus","67546078","","4768","20251227132603"
"990","Rhodocactus_sacharosa","67549018","","7673","20251227123937"
"991","Leuenbergerioideae","67582502","","121","20210505064530"
"992","Mammillaria_laui","67632977","","4585","20251002091853"
"993","Kadenicarpus","67772419","","4103","20251025201319"
"994","Pfeiffera_monacantha","67920937","","2884","20251003074822"
"995","Eriosyce_paucicostata","67961080","","5336","20260219102142"
"996","Echinocereus_enneacanthus","68089071","","6206","20251111103539"
"997","Disocactus_speciosus","68174771","","5734","20250928180659"
"998","Cleistocactus_colademononis","68176391","","4336","20251102042828"
"999","Desert_City","68561629","","5653","20241109233936"
"1000","Opuntia_tomentosa","68596232","","1469","20220605105118"
"1001","Punotia","68816139","","4278","20240617104231"
"1002","Pilosocereus_alensis","68848999","","1286","20250520222510"
"1003","Stenocereus_montanus","68849071","","5221","20250114143033"
"1004","Weberocereus_imitans","69302201","","1099","20211119185444"
"1005","Weberocereus","69302243","Category","24","20211208195447"
"1006","Opuntia_setispina","69421878","","4031","20241207142539"
"1007","Weberocereus_tunilla","69433475","","1831","20251005150531"
"1008","Opuntia_caracassana","69454232","","4097","20250410084124"
"1009","Epiphyllum_chrysocardium","69488687","","5319","20250717113636"
"1010","Cereus_albicaulis_subsp._estevesii","69510653","","3671","20260301075210"
"1011","Cereus_mirabella","69510715","","2888","20250930044802"
"1012","Cereus_trigonodendron","69517613","","2109","20251227130038"
"1013","Cereus_albicaulis","69517796","","3670","20251028034027"
"1014","Mirabella_(plant)","69517880","","2317","20260207061112"
"1015","Vatricania_guentheri","69676569","","154","20231016153540"
"1016","Lymanbensonieae","69693315","","1170","20231127221147"
"1017","Echinocereus_websterianus","69789902","","4041","20251226060302"
"1018","Cylindropuntia_bernardina","69836360","","6643","20250527230351"
"1019","Room_to_Grow_(video_game)","69981563","","4323","20251015162652"
"1020","Epiphyllum_thomasianum","69993547","","2361","20220305192956"
"1021","Maihuenia_patagonica","70062984","","4218","20251003204534"
"1022","Acharagma_roseanum","70063519","","3818","20251221203102"
"1023","Epiphyllum_baueri","70080102","","1879","20251001005841"
"1024","Epiphyllum_grandilobum","70080332","","2195","20250930235849"
"1025","Epiphyllum_cartagense","70080480","","2104","20251224083125"
"1026","Polaskia_chende","70124087","","4161","20251002144149"
"1027","Polaskia_chichipe","70124220","","4815","20251005002607"
"1028","Opuntia_dejecta","70217281","","1555","20250819081238"
"1029","Opuntia_pilifera","70236385","","1099","20220317041534"
"1030","Tephrocacteae","70696555","","207","20241231161302"
"1031","Cylindropuntieae","70696560","","207","20241231160943"
"1032","Melocactus_neryi","70756031","","2199","20240201132107"
"1033","Austrocylindropuntia_cylindrica","70892783","","2717","20250915093640"
"1034","Stenocereus_heptagonus","71158501","","5254","20260104213335"
"1035","Cereus_lamprospermus","71266053","","1642","20250514173429"
"1036","Reicheocactus_famatimensis","71851272","","161","20231016075121"
"1037","Pilosocereus_albisummus","72086684","","3239","20260302202414"
"1038","Pilosocereus_polygonus","72086706","","9770","20251004225425"
"1039","Pilosocereus_colombianus","72086739","","4275","20251116064208"
"1040","Pilosocereus_curtisii","72086767","","5957","20251227182216"
"1041","Pilosocereus_chrysostele","72086778","","1612","20251217193357"
"1042","Xiquexique_bohlei","72087050","","3582","20260112140945"
"1043","Pilosocereus_quadricentralis","72087141","","3330","20250717055201"
"1044","Pilosocereus_machrisii","72091575","","1419","20260309053148"
"1045","Pilosocereus_pachycladus","72091601","","1261","20250909222015"
"1046","Pilosocereus_chrysacanthus","72096008","","1007","20231106164932"
"1047","Melocactus_ernestii","72167755","","3418","20250312174445"
"1048","Weingartia_cintia","72242382","","1856","20250731165357"
"1049","Myrtillocactus_schenckii","72261136","","5681","20250519110444"
"1050","Acanthocalycium_rhodotrichum","72272039","","6163","20250318223842"
"1051","Cochemiea","72527515","Category","63","20221222233932"
"1052","Neoraimondia_arequipensis","72616587","","6876","20260112070136"
"1053","Myrtillocactus_cochal","72648401","","4315","20251209163522"
"1054","Opuntia_spinosibacca","72744237","","1664","20250916091228"
"1055","Pediocactus_nigrispinus","72758871","","4493","20251002083732"
"1056","Airampoa_corrugata","72808115","","3291","20250504105736"
"1057","Airampoa_soehrensii","72808163","","2855","20241122082217"
"1058","Airampoa_erectoclada","72808177","","1679","20250504105809"
"1059","Airampoa","72808179","Category","82","20251224051224"
"1060","Airampoa_tilcarensis","72808187","","1217","20250512113045"
"1061","Salmonopuntia","72808209","","1516","20251008193129"
"1062","Salmonopuntia","72808214","Category","61","20230121085738"
"1063","Rhipsalideae","72836456","Category","50","20230124173415"
"1064","Neoraimondia_herzogiana","72979108","","3309","20260112210818"
"1065","Pterocactus_valentini","73028936","","1149","20251214213108"
"1066","Pelecyphora_tuberculosa","73361451","","5930","20251004224036"
"1067","Stenocereus_martinezii","73364920","","5538","20251006015014"
"1068","Mammillaria_hernandezii","73432517","","1979","20230402163813"
"1069","Opuntia_guatemalensis","73492285","","2289","20251004171913"
"1070","Opuntia_rzedowskii","73493162","","2677","20250916091305"
"1071","Opuntia_mantaroensis","73493931","","2767","20250414023529"
"1072","Opuntia_chiangiana","73500506","","3073","20250410085206"
"1073","Opuntia_huajuapensis","73505300","","2705","20251003003221"
"1074","Opuntia_lagunae","73505618","","3261","20250412060530"
"1075","Opuntia_hitchcockii","73506146","","1062","20231026183426"
"1076","Opuntia_zacuapanensis","73506294","","1066","20250916091243"
"1077","Opuntia_inaequilateralis","73506445","","1434","20230409225322"
"1078","Opuntia_tehuacana","73508680","","3419","20250528123135"
"1079","Opuntia_austrina","73561810","","4851","20251004031539"
"1080","Haageocereus_decumbens","73713605","","4552","20240713212606"
"1081","Haageocereus_pseudomelanostele","73713675","","4568","20241122084123"
"1082","Weberbauerocereus_cephalomacrostibas","73853583","","4058","20251215124113"
"1083","Leucostele","74480340","Category","66","20230928181901"
"1084","Borzicactus","74495844","Category","67","20230928171809"
"1085","Loxanthocereus","74495943","Category","70","20230928181943"
"1086","Ferocactus_herrerae","74510208","","8240","20251206193318"
"1087","Cipocereus_minensis","74530604","","3605","20240929050800"
"1088","Xiquexique","74530781","","3993","20251127233938"
"1089","Melocactus_zehntneri","74530786","","1700","20260118035917"
"1090","Xiquexique","74530799","Category","66","20230928165658"
"1091","Armatocereus_procerus","74530909","","2350","20260104065634"
"1092","Neowerdermannia_chilensis","74533479","","2651","20231226065008"
"1093","Cleistocactus_ritteri","74539962","","3309","20251102234813"
"1094","Cleistocactus_smaragdiflorus","74540029","","5400","20260115181005"
"1095","Cleistocactus_candelilla","74540100","","3422","20251102043303"
"1096","Cleistocactus_baumannii","74540323","","6014","20251028075909"
"1097","Xiquexique_tuberculatus","74561797","","3364","20240729002341"
"1098","Xiquexique_gounellei","74562430","","6131","20250810012515"
"1099","Matucana_aureiflora","74580329","","2899","20240713110426"
"1100","Browningia_hertlingiana","74581053","","4024","20260116064740"
"1101","Cereus_fernambucensis","74585653","","3644","20250514214553"
"1102","Copiapoa_gigantea","74619536","","2662","20260118044552"
"1103","Rauhocereus_riosaniensis","74624993","","234","20230928182247"
"1104","Melocactus_bahiensis","74637841","","3292","20231225063029"
"1105","Matucana_formosa","74653627","","3144","20251027101023"
"1106","Matucana_weberbaueri","74660852","","3154","20260101060954"
"1107","Matucana_haynii","74664097","","5066","20241122085350"
"1108","Matucana","74675293","Category","71","20230928182041"
"1109","Matucana_madisoniorum","74675349","","4016","20240713111251"
"1110","Matucana_tuberculata","74679137","","3066","20240713111343"
"1111","Matucana_ritteri","74680653","","2505","20260123203522"
"1112","Matucana_huagalensis","74685579","","3252","20240713110642"
"1113","Loxanthocereus_acanthurus","74686114","","3487","20231224221243"
"1114","Matucana_oreodoxa","74716711","","3394","20240713111232"
"1115","Cleistocactus_brookeae","74721461","","3176","20251226100009"
"1116","Oreocereus_doelzianus","74729957","","3188","20251108103245"
"1117","Cleistocactus_buchtienii","74736858","","4468","20251226100053"
"1118","Cleistocactus_laniceps","74743335","","3328","20251226100638"
"1119","Matucana_krahnii","74743847","","3099","20250719203445"
"1120","Weberbauerocereus_albus","74773735","","3298","20260114103318"
"1121","Pachycereus_weberi","74787820","","4289","20250208180407"
"1122","Weberbauerocereus_winterianus","74795880","","3760","20260115201642"
"1123","Cleistocactus_parviflorus","74807044","","3939","20251102231756"
"1124","Leucostele_deserticola","74810588","","3452","20231225030159"
"1125","Leucostele_litoralis","74810707","","4445","20240713111548"
"1126","Leucostele_skottsbergii","74826884","","3459","20231222145155"
"1127","Browningia_amstutziae","74826969","","2577","20260117211032"
"1128","Haageocereus_versicolor","74834262","","3287","20240713212417"
"1129","Haageocereus_acranthus","74834408","","3574","20240713213239"
"1130","Matucana_peruviana","74837660","","4558","20251020075046"
"1131","Matucana_borchersii","74839152","","3394","20251020075042"
"1132","Acanthocalycium_leucanthum","74846160","","3526","20240713105224"
"1133","Echinopsis_thelegonoides","74887203","","3824","20260221103611"
"1134","Echinopsis_werdermannii","74928073","","2197","20250307150832"
"1135","Cereeae","74930426","Category","218","20230928131652"
"1136","Coryphantha_erecta","74935897","","4375","20240620055023"
"1137","Oreocereus_pseudofossulatus","74936016","","3256","20250610013155"
"1138","Cereinae","74937323","","19558","20260115074426"
"1139","Cleistocactus","74937864","Category","20","20230929132152"
"1140","Oreocereus_ritteri","74943397","","2524","20240713214809"
"1141","Haageocereus_platinospinus","74949518","","3572","20240713212526"
"1142","Aylostera_albiflora","74959269","","1922","20251228161404"
"1143","Oreocereus_hempelianus","74968305","","4717","20240713214858"
"1144","×_Leucomoza","74979734","","1408","20251117201830"
"1145","Stenocereus_treleasei","74987850","","9622","20251005222753"
"1146","Echinopsis_marsoneri","74998022","","6302","20251214081948"
"1147","Echinopsis_caineana","74998179","","3903","20260306104647"
"1148","Echinopsis_tegeleriana","74998522","","3835","20251115101101"
"1149","Loxanthocereus_xylorhizus","74999100","","3878","20260113083108"
"1150","Echinopsis_cuzcoensis","75004747","","3760","20241220025243"
"1151","Oreocereus_leucotrichus","75005072","","4561","20250610012758"
"1152","Cleistocactus_luribayensis","75016645","","3191","20251226100740"
"1153","Echinopsis_cardenasiana","75019659","","1739","20251116180443"
"1154","Echinopsis_chrysochete","75019678","","3837","20251114123019"
"1155","Cleistocactus_pungens","75024759","","3154","20251102232159"
"1156","Cleistocactus_hildegardiae","75028834","","2712","20251226100440"
"1157","Matucana_pujupatii","75028883","","3590","20241122085356"
"1158","Cipocereus_crassisepalus","75029505","","3516","20250915160658"
"1159","×_Borzicana","75035931","","1327","20241119135049"
"1160","Pelecyphora_aselliformis","75096790","","4348","20240507163131"
"1161","Loxanthocereus_sextonianus","75141490","","3801","20231224221457"
"1162","Cephalocereus_fulviceps","75168293","","3761","20251227082127"
"1163","Cephalocereus_macrocephalus","75171366","","6348","20251227083109"
"1164","Oreocereus_tacnaensis","75175845","","2320","20241122090015"
"1165","Harrisia_brookii","75176524","","2420","20251114173129"
"1166","Cephalocereus_columna-trajani","75176699","","5961","20241021194258"
"1167","Cephalocereus_euphorbioides","75178941","","5269","20240916134604"
"1168","Cephalocereus_mezcalaensis","75187858","","4382","20251227083449"
"1169","Cephalocereus_tetetzo","75196167","","3894","20240804180830"
"1170","Cephalocereus_apicicephalium","75203857","","3661","20251226094658"
"1171","Cephalocereus_scoparius","75204021","","3995","20251211131640"
"1172","Cephalocereus_polylophus","75207557","","5887","20240219130959"
"1173","Lophocereus_gatesii","75212543","","3040","20240704205725"
"1174","Pelecyphora","75231543","Category","65","20231105182352"
"1175","Browningia_chlorocarpa","75232131","","3865","20250929022653"
"1176","Pilosocereus_aurisetus","75254488","","1669","20231221152607"
"1177","Pelecyphora_alversonii","75388476","","6543","20260102075620"
"1178","Harrisia_earlei","75392820","","2676","20250417051335"
"1179","Pelecyphora_chihuahuensis","75392947","","3788","20241122090230"
"1180","Pelecyphora_cubensis","75398920","","3984","20250417051610"
"1181","Pelecyphora_laredoi","75399906","","3472","20241122090249"
"1182","Harrisia_regelii","75400102","","1873","20231221152624"
"1183","Harrisia_tetracantha","75400481","","3615","20231224075104"
"1184","Weberbauerocereus_churinensis","75400642","","2944","20240706205105"
"1185","Weberbauerocereus_madidiensis","75401463","","2731","20250915022833"
"1186","Harrisia_caymanensis","75401815","","1637","20241122084200"
"1187","Pelecyphora_hesteri","75408839","","3387","20260103105932"
"1188","Harrisia_adscendens","75415613","","3712","20240131202148"
"1189","Harrisia_eriophora","75428205","","2929","20250417051417"
"1190","Loxanthocereus_faustianus","75435169","","2293","20260113082803"
"1191","Harrisia_fernowii","75445047","","2422","20250417051443"
"1192","Pelecyphora_dasyacantha","75498207","","5341","20260103104509"
"1193","Pediocactus_simpsonii","75503092","","24321","20250525002902"
"1194","Borzicactus_sepium","75506193","","4521","20231221153431"
"1195","Harrisia_taetra","75514075","","1817","20250417051504"
"1196","Borzicactus_icosagonus","75514782","","5551","20250930221304"
"1197","Gymnocalycium_berchtii","75525511","","2749","20250405074630"
"1198","Echinocereus_cinerascens","75527954","","4972","20251111101531"
"1199","Gymnocalycium_bodenbenderianum","75545137","","4176","20250405080035"
"1200","Gymnocalycium_capillense","75552573","","3044","20240221024437"
"1201","Echinocereus_salm-dyckianus","75556420","","3952","20251112071843"
"1202","Echinocereus_spinigemmatus","75560977","","3174","20251123044238"
"1203","Pelecyphora_emskoetteriana","75561464","","4605","20241122090243"
"1204","Pelecyphora_zilziana","75561657","","3440","20241122090313"
"1205","Pelecyphora_lloydii","75568553","","3307","20241122090252"
"1206","Pelecyphora_duncanii","75569169","","3771","20250124155021"
"1207","Pelecyphora_abdita","75569545","","2450","20241122090224"
"1208","Pelecyphora_robbinsiorum","75569674","","7464","20251006145335"
"1209","Pediocactus_paradinei","75580765","","3306","20231221150135"
"1210","Matucana_rebutiiflora","75583101","","2476","20250411032752"
"1211","Matucana_hoxeyi","75583327","","2344","20241122085353"
"1212","Leucostele_tunariensis","75583447","","3605","20241122085057"
"1213","Leucostele_faundezii","75583595","","2348","20241225223439"
"1214","Echinopsis_spinibarbis","75583730","","2723","20251114180319"
"1215","Leucostele_nigripilis","75583921","","2243","20241122085051"
"1216","Leucostele_pectinifera","75583977","","2310","20241122085054"
"1217","Leucostele_undulosa","75584062","","2604","20241225223448"
"1218","Leucostele_bolligeriana","75588857","","2137","20241122085045"
"1219","Echinopsis_saltensis","75592246","","4287","20251113171728"
"1220","Echinopsis_calorubra","75614129","","3284","20251117071837"
"1221","Echinopsis_pugionacantha","75614245","","3908","20251219173929"
"1222","Discocactus_boliviensis","75699930","","4797","20260118033540"
"1223","Discocactus_catingicola","75699931","","5536","20260118033927"
"1224","Discocactus_diersianus","75699935","","6641","20260119053103"
"1225","Discocactus_fariae-peresii","75699941","","4003","20260118033510"
"1226","Discocactus_ferricola","75699949","","986","20260118033921"
"1227","Discocactus_hartmannii","75699951","","6416","20260118032836"
"1228","Discocactus_zehntneri","75699969","","5105","20260118033614"
"1229","Discocactus_heptacanthus","75699970","","8360","20260124135537"
"1230","Discocactus_placentiformis","75699983","","8851","20260125030036"
"1231","Discocactus_horstii","75699989","","5546","20260125031830"
"1232","Discocactus_buenekeri","75700000","","5725","20260118035627"
"1233","Discocactus_petr-halfarii","75700007","","5662","20260202022722"
"1234","Discocactus_pseudoinsignis","75700013","","3382","20260216062349"
"1235","Echinopsis_hahniana","75700116","","4678","20260224073414"
"1236","Echinopsis_caulescens","75700118","","1309","20260223093910"
"1237","Echinopsis_arboricola","75700126","","3945","20260220110818"
"1238","Echinopsis_walteri","75700138","","4169","20260220101745"
"1239","Echinopsis_quadratiumbonata","75700144","","4267","20260224074951"
"1240","Echinopsis_sandiensis","75700149","","738","20260223095410"
"1241","Echinopsis_serpentina","75700156","","997","20260223173049"
"1242","Echinopsis_vasquezii","75700167","","953","20260220111631"
"1243","Echinopsis_volliana","75700177","","1573","20260220103438"
"1244","Echinopsis_smrziana","75700186","","3151","20260221185144"
"1245","Echinopsis_friedrichii","75700195","","906","20260221184115"
"1246","Rebutia_padcayensis","75700269","","2952","20250101093746"
"1247","Weingartia_fidana","75700272","","1126","20241214214253"
"1248","Rebutia_breviflora","75700276","","1184","20240212093927"
"1249","Weingartia_cardenasiana","75700278","","3900","20260112055137"
"1250","Weingartia_cylindrica","75700279","","1150","20241214213529"
"1251","Rebutia_fabrisii","75700295","","3375","20250104104201"
"1252","Aylostera_tuberosa","75700312","","1074","20251020134918"
"1253","Weingartia_glomeriseta","75700321","","1113","20241214214629"
"1254","Weingartia_tarijensis","75700329","","1910","20241214215931"
"1255","Myrtillocactus_eichlamii","75710279","","2574","20241122085645"
"1256","Micranthocereus_aureispinus","75717673","","904","20240111101706"
"1257","Siccobaccatus_estevesii","75717680","","5449","20260204171055"
"1258","Micranthocereus_flaviflorus","75717698","","3730","20260117213639"
"1259","Micranthocereus_purpureus","75717710","","4117","20240929052530"
"1260","Micranthocereus_hofackerianus","75717722","","974","20240104173716"
"1261","Matucana_charlesiorum","75722922","","739","20240111101544"
"1262","Matucana_chrysacantha","75722927","","767","20240111101553"
"1263","Matucana_gigantea","75722932","","728","20240111101607"
"1264","Matucana_klopfensteinii","75722951","","2316","20240225185510"
"1265","Matucana_pughii","75722965","","714","20240111101618"
"1266","Matucana_roseiflora","75722969","","1108","20250531223606"
"1267","Eriosyce_crispa","75734858","","1962","20260102172545"
"1268","Leucostele_werdermanniana","75735727","","1764","20250922072631"
"1269","Ferocactus_uncinatus","75740246","","5968","20240915030217"
"1270","Coryphantha_elephantidens","75746806","","1693","20250704184842"
"1271","Mammillaria_schiedeana","75879876","","1460","20250614135308"
"1272","Ferocactus_lindsayi","75900741","","2942","20260203154733"
"1273","Ferocactus_mathssonii","76059290","","5578","20240701065027"
"1274","Ferocactus_johnstonianus","76221786","","2926","20240701065520"
"1275","Sclerocactus_pubispinus","76221836","","1377","20240301101402"
"1276","Pilosocereus_millspaughii","76245798","","6820","20251228125802"
"1277","Phyllosticta_concava","76370925","","1795","20250816191414"
"1278","Strombocactus_corregidorae","76408465","","4803","20260112040511"
"1279","Ferocactus_tiburonensis","76692227","","4209","20260211120048"
"1280","Cochemiea_wrightii","76692579","","5002","20250730054317"
"1281","Cochemiea_blossfeldiana","76692594","","4725","20250423043004"
"1282","Cochemiea_maritima","76692605","","2924","20250423043223"
"1283","Cochemiea_poselgeri","76692613","","5929","20250423041434"
"1284","Cochemiea_saboae","76692623","","3739","20250618225340"
"1285","Cochemiea_hutchisoniana","76692638","","5192","20250730055420"
"1286","Cochemiea_insularis","76692652","","5005","20260122225055"
"1287","Cochemiea_capensis","76742842","","2986","20260108072832"
"1288","Cochemiea_fraileana","76742871","","6586","20250422195649"
"1289","Cochemiea_setispina","76742890","","4474","20251028052845"
"1290","Cochemiea_schumannii","76742907","","3738","20251001183947"
"1291","Melocactus_heimenii","76762304","","700","20241122085426"
"1292","Melocactus_bellavistensis","76762720","","3514","20260118035827"
"1293","Melocactus_braunii","76762732","","1053","20251002121805"
"1294","Melocactus_estevesii","76762755","","1005","20251004021739"
"1295","Melocactus_harlowii","76762774","","1296","20251003202217"
"1296","Melocactus_levitestatus","76762791","","3374","20251020081013"
"1297","Melocactus_macracanthos","76762827","","7157","20251005002650"
"1298","Melocactus_oreas","76762843","","1033","20251003175405"
"1299","Echinocereus_longisetus","76814409","","4019","20250928031411"
"1300","Echinocereus_acifer","76814438","","4263","20260217162327"
"1301","Cochemiea_theresae","77136600","","3445","20250928153243"
"1302","Cochemiea_albicans","77143326","","4551","20250728194823"
"1303","Cochemiea_armillata","77147653","","5022","20250929151856"
"1304","Cochemiea_bullardiana","77147662","","2469","20251228022348"
"1305","Cochemiea_cerralboa","77147674","","4489","20251026163657"
"1306","Cochemiea_estebanensis","77147688","","3788","20251228023139"
"1307","Cochemiea_halei","77147704","","4610","20260108072704"
"1308","Cochemiea_viridiflora","77147763","","2822","20260112032354"
"1309","Cochemiea_thomasii","77147788","","2742","20251026153922"
"1310","Cochemiea_pondii","77147807","","3806","20251001133952"
"1311","Cochemiea_phitauiana","77147826","","4376","20260108072409"
"1312","Cochemiea_palmeri","77147840","","4169","20260103230538"
"1313","Rapicactus_booleanus","77167213","","2634","20251230104215"
"1314","Echinocereus_freudenbergeri","77214966","","2627","20251111103835"
"1315","Echinocereus_papillosus","77215383","","4275","20251111104254"
"1316","Echinocereus_parkeri","77215417","","4533","20260101221219"
"1317","Echinocereus_viereckii","77215449","","3416","20250929012338"
"1318","Echinocereus_mapimiensis","77215474","","3944","20260203160918"
"1319","Echinocereus_occidentalis","77215521","","3137","20250725193355"
"1320","Echinocereus_russanthus","77215546","","4265","20251117013447"
"1321","Echinocereus_apachensis","77215571","","2972","20241122083518"
"1322","Echinocereus_barthelowianus","77215589","","4309","20250928200530"
"1323","Echinocereus_brandegeei","77215604","","4841","20240701063601"
"1324","Echinocereus_ferreirianus","77215679","","3629","20251117075508"
"1325","Echinocereus_ledingii","77215755","","3528","20251109160752"
"1326","Echinocereus_maritimus","77215801","","4841","20251225223512"
"1327","Echinocereus_nicholii","77215814","","4497","20260308015132"
"1328","Echinocereus_rayonesensis","77215828","","2874","20251028164325"
"1329","Echinocereus_sciurus","77253444","","5013","20251225225510"
"1330","Echinocereus_palmeri","77253473","","4118","20251119110658"
"1331","Echinocereus_primolanatus","77253492","","3138","20251119111540"
"1332","Echinocereus_scopulorum","77253498","","3400","20251119174926"
"1333","Echinocereus_stolonifer","77253516","","3994","20251228042429"
"1334","Echinocereus_ortegae","77253539","","3001","20251119103802"
"1335","Echinocereus_pacificus","77253561","","4727","20251112072309"
"1336","Echinocereus_polyacanthus","77253593","","4795","20251226060920"
"1337","Echinocereus_leucanthus","77253606","","2530","20250930003740"
"1338","Echinocereus_schmollii","77253629","","3349","20260104065222"
"1339","Echinocereus_waldeisii","77253647","","3184","20240630223918"
"1340","Echinocereus_adustus","77253708","","4342","20250929235946"
"1341","Echinocereus_laui","77253728","","2978","20251001014153"
"1342","Echinocereus_pamanesii","77253749","","4322","20251119111358"
"1343","Echinocereus_pulchellus","77253768","","4131","20250928045903"
"1344","Echinocereus_schereri","77253772","","3157","20251115205600"
"1345","Echinocereus_weinbergii","77253808","","3483","20251117015920"
"1346","Echinocereus_bristolii","77253819","","3470","20250930225229"
"1347","Echinocereus_bakeri","77286884","","2756","20251226060618"
"1348","Echinocereus_gurneyi","77286921","","2779","20251112074948"
"1349","Echinocereus_yavapaiensis","77286949","","2165","20251226061747"
"1350","Echinocereus_kroenleinii","77286963","","936","20241122083534"
"1351","Echinocereus_canus","77286983","","3087","20251117014844"
"1352","Echinocereus_felixianus","77286991","","2063","20251104114004"
"1353","Echinocereus_acanthosetus","77287003","","3566","20260103230353"
"1354","Echinocereus_sharpii","77287017","","3265","20251117015505"
"1355","Echinocereus_grandis","77287022","","3115","20251108182137"
"1356","Echinocereus_pseudopectinatus","77287038","","3544","20251119111653"
"1357","Echinocereus_santaritensis","77287056","","4233","20251112072847"
"1358","List_of_Opuntia_species","77467440","","25796","20251229171619"
"1359","Coat_of_arms_of_Querétaro","77770448","","5395","20251126225523"
"1360","Thelocactus_conothelos","77885663","","4505","20250213161418"
"1361","Thelocactus_lausseri","77885664","","3292","20250623122016"
"1362","Thelocactus_multicephalus","78002765","","2917","20241223042543"
"1363","Thelocactus_buekii","78002876","","3192","20240930065153"
"1364","Coat_of_arms_of_Oaxaca","78150787","","3793","20241028012440"
"1365","Stenocactus_coptonogonus","78402156","","2046","20250105072450"
"1366","Stenocactus_crispatus","78403207","","3222","20251005095800"
"1367","Stenocactus_boedekerianus","78403836","","1350","20251011145057"
"1368","Stenocactus_obvallatus","78404417","","2837","20251005180738"
"1369","Stenocactus_ochoterenianus","78404835","","5324","20251006042202"
"1370","Mammillaria_mercadensis","78486825","","7050","20251228150758"
"1371","Gymnocalycium_erinaceum","78548596","","2862","20250105102935"
"1372","Gymnocalycium_esperanzae","78548749","","2874","20250105102951"
"1373","Gymnocalycium_paediophylum","78549825","","2379","20250405133005"
"1374","Gymnocalycium_castellanosii","78549930","","3310","20250405123527"
"1375","Gymnocalycium_mostii","78550007","","5058","20250115041822"
"1376","Gymnocalycium_reductum","78555579","","967","20241209030642"
"1377","Gymnocalycium_uebelmannianum","78566120","","2844","20250105103029"
"1378","Gymnocalycium_nigriareolatum","78583974","","3581","20250405130107"
"1379","Gymnocalycium_schroederianum","78592686","","2547","20250406182022"
"1380","Gymnocalycium_stenopleurum","78603310","","3122","20250105103026"
"1381","Weingartia","78612946","Category","66","20241218113940"
"1382","Gymnocalycium_calochlorum","78637196","","3491","20250509082951"
"1383","Gymnocalycium_alboareolatum","78651469","","2757","20250125174146"
"1384","Aylostera_deminuta","78663260","","7475","20251228144938"
"1385","Thelocactus_tepelmemensis","78693569","","2547","20250623223630"
"1386","Stenocereus_beneckei","78701808","","4028","20260104212841"
"1387","Uebelmanniinae","78728264","","83","20241228182910"
"1388","Aylosterinae","78728559","","81","20241228183155"
"1389","Gymnocalycium_angelae","78734631","","3046","20250105005451"
"1390","Cereeae_genera","78745594","Category","67","20241228181257"
"1391","Gymnocalyciinae","78745704","","83","20241228183106"
"1392","Gymnocalycium_chacoense","78800176","","2758","20250105061236"
"1393","Gymnocalycium_chiquitanum","78805307","","2985","20250105094638"
"1394","Stenocereus_fricii","78806339","","3826","20250105194233"
"1395","Stenocereus_chacalapensis","78811012","","4007","20250107105852"
"1396","Gymnocalycium_hossei","78813126","","3615","20250110202547"
