tax_id,parent_id,name,rank,symbol,scientific_name_with_author,author
2486682,336104,Weberocereus bradei,species,,,
2920870,867468,Pilosocereus brooksianus,species,,,
2920871,867468,Pilosocereus gaumeri,species,,,
2920872,867468,Pilosocereus millspaughii,species,,,
2920873,867468,Pilosocereus moritzianus,species,,,
2920874,867468,Pilosocereus robinii,species,,,
2879935,2749199,Eulychnia sp. Luebert 3814,species,,,
2879936,2749199,Eulychnia sp. Luebert 3884,species,,,
2879937,2815116,Austrocactus sp. Sarnes 4613,species,,,
1405379,171975,Neobuxbaumia mezcalaensis x Neobuxbaumia macrocephala,species,,,
2478534,1959132,Deamia montalvoae,species,,,
1405388,171975,Neobuxbaumia laui,species,,,
307712,3596,Pereskia horrida,species,,,
307713,307712,Pereskia horrida subsp. horrida,subspecies,,,
307714,307712,Pereskia horrida subsp. rauhii,subspecies,,,
307715,3596,Pereskia diaz-romeroana,species,,,
307716,3596,Pereskia weberiana,species,,,
307717,1535288,Leuenbergeria lychnidiflora,species,,,
307718,1535288,Leuenbergeria aureiflora,species,,,
307719,1535288,Leuenbergeria portulacifolia,species,,,
307720,1535288,Leuenbergeria quisqueyana,species,,,
307721,1535288,Leuenbergeria bleo,species,,,
307722,3596,Pereskia nemorosa,species,,,
307723,3596,Pereskia sacharosa,species,,,
307724,3596,Pereskia grandifolia,species,,,
307725,307724,Pereskia grandifolia subsp. grandifolia,subspecies,,,
307726,307724,Pereskia grandifolia subsp. violacea,subspecies,,,
307727,3596,Pereskia bahiensis,species,,,
307728,106975,Opuntia polyacantha,species,,,
3232282,3043374,Acanthocalycium rhodotrichum subsp. rhodotrichum,subspecies,,,
3232283,2800775,Leucostele werdermanniana,species,,,
3232284,2944495,Soehrensia camarguensis,species,,,
686407,183648,Echinopsis melanopotamica,species,,,
686408,183648,Echinopsis haematantha,species,,,
686409,183648,Echinopsis silvestrii,species,,,
2775423,432463,Melocactus glaucescens,species,,,
1678017,2637721,Opuntia sp. MartinezGonzalez 4b,species,,,
3044003,153845,Cereus gerardi,species,,,
3044004,153845,Cereus ingens,species,,,
1678020,153851,Disocactus phyllanthoides,species,,,
130117,130116,Epithelantha bokei,species,,,
1053380,106975,Opuntia maxima,species,,,
130119,130118,Escobaria zilziana,species,,,
2601705,701510,Cylindropuntia abyssi,species,,,
2601715,701510,Cylindropuntia davisii,species,,,
2601716,701510,Cylindropuntia delgadilloana,species,,,
2601719,701510,Cylindropuntia x multigeniculata,species,,,
2601720,701510,Cylindropuntia whipplei,species,,,
2601721,146106,Pereskiopsis kellermanii,species,,,
2601722,572154,Maihueniopsis camachoi,species,,,
2601725,2601724,Micropuntia pulchella,species,,,
2282237,153855,Eriosyce atroviridis,species,,,
2282238,153855,Eriosyce fulva,species,,,
2282239,153855,Eriosyce glabrescens,species,,,
2282241,153839,Austrocactus spiniflorus,species,,,
2282240,153855,Eriosyce vallenarensis,species,,,
2282242,153855,Eriosyce aerocarpa,species,,,
2282243,153855,Eriosyce andreaeana,species,,,
2282244,153855,Eriosyce aspillagae,species,,,
2282246,153855,Eriosyce bulbocalyx,species,,,
2282247,153855,Eriosyce calderana,species,,,
2282248,153855,Eriosyce caligophila,species,,,
2282245,2282244,Eriosyce aspillagae subsp. maechlerorum,subspecies,,,
2282250,153855,Eriosyce clavata,species,,,
2282251,153855,Eriosyce confinis,species,,,
2282252,153855,Eriosyce crispa,species,,,
1913614,1913612,Rimacactus laui,species,,,
2749200,2749199,Eulychnia sp. 1 FM-2020,species,,,
2749201,2749199,Eulychnia sp. 2 FM-2020,species,,,
2282256,153855,Eriosyce engleri,species,,,
2749203,153839,Austrocactus subandinus,species,,,
2749205,153862,Eulychnia aricensis,species,,,
2749206,153862,Eulychnia barquitensis,species,,,
2749208,153862,Eulychnia vallenarensis,species,,,
2749209,153839,Austrocactus coxii,species,,,
2749210,130106,Corryocactus erectus,species,,,
2749211,153862,Eulychnia morromorenoensis,species,,,
1913622,153855,Eriosyce riparia,species,,,
2282260,153855,Eriosyce iquiquensis,species,,,
2282261,153855,Eriosyce malleolata,species,,,
2282262,153855,Eriosyce kunzei,species,,,
2282263,153855,Eriosyce limariensis,species,,,
2282264,153855,Eriosyce marksiana,species,,,
2282266,153855,Eriosyce fankhauseri,species,,,
2282269,153855,Eriosyce occulta,species,,,
2282270,153855,Eriosyce recondita,species,,,
2282271,153855,Eriosyce rodentiophila,species,,,
2282278,154412,Frailea knippeliana,species,,,
2282273,153855,Eriosyce simulans,species,,,
2282280,154412,Frailea schilinzkyana,species,,,
2282274,153855,Eriosyce spectabilis,species,,,
2282275,153855,Eriosyce strausiana,species,,,
2282276,153855,Eriosyce tenebrica,species,,,
2282277,153855,Eriosyce villicumensis,species,,,
432458,432457,Oroya peruviana,species,,,
130123,130120,Ferocactus glaucescens,species,,,
2945862,2945861,Pilosocereus sp. HUEFS249063,species,,,
3421006,83431,Selenicereus murrillii,species,,,
432462,432461,Cipocereus minensis,species,,,
432464,432463,Melocactus oreas,species,,,
130124,130120,Ferocactus histrix,species,,,
130125,130120,Ferocactus latispinus,species,,,
709503,701510,Cylindropuntia molesta,species,,,
130126,130120,Ferocactus robustus,species,,,
432474,153841,Browningia candelaris,species,,,
432475,153845,Cereus hildmannianus,species,,,
1217459,432447,Cleistocactus baumannii,species,,,
1217460,183648,Echinopsis rojasii,species,,,
1217461,183648,Echinopsis calochlora,species,,,
1217462,154425,Matucana haynii,species,,,
1217463,1001073,Weberbauerocereus weberbaueri,species,,,
1217464,183648,Echinopsis backebergii,species,,,
1217465,183648,Echinopsis tegeleriana,species,,,
1217466,183648,Echinopsis subdenudata,species,,,
1217467,183648,Echinopsis calorubra,species,,,
1217468,183648,Echinopsis coronata,species,,,
1217469,183648,Echinopsis pojoensis,species,,,
1217470,432459,Rebutia heliosa,species,,,
1217471,2800461,Borzicactus sepium,species,,,
1217472,432447,Cleistocactus smaragdiflorus,species,,,
1217473,183648,Echinopsis lateritia,species,,,
1217474,183648,Echinopsis maximiliana,species,,,
1217475,183648,Echinopsis obrepanda,species,,,
1217476,183648,Echinopsis oxygona,species,,,
1217477,183648,Echinopsis thionantha,species,,,
1217478,1170777,Arthrocereus rondonianus,species,,,
1217480,183648,Echinopsis hertrichiana,species,,,
1217481,183648,Echinopsis chrysantha,species,,,
1217482,183648,Echinopsis densispina,species,,,
1217483,183648,Echinopsis marsoneri,species,,,
1217484,183648,Echinopsis tubiflora,species,,,
1217485,183648,Echinopsis tarijensis,species,,,
1217486,183648,Echinopsis caineana,species,,,
1217487,183648,Echinopsis yuquina,species,,,
1217488,153876,Micranthocereus densiflorus,species,,,
1217489,983930,Praecereus euchlorus,species,,,
1217490,1217477,Echinopsis thionantha subsp. ferrarii,subspecies,,,
1217491,183648,Echinopsis smrziana,species,,,
1217492,153882,Oreocereus trollii,species,,,
1217493,153872,Lobivia ferox,species,,,
1217494,153872,Lobivia pugionacantha,species,,,
1217495,183648,Echinopsis volliana,species,,,
1217496,432459,Rebutia atrovirens,species,,,
1217497,183648,Echinopsis calliantholilacina,species,,,
1217498,183648,Echinopsis callichroma,species,,,
1217499,153872,Lobivia chrysochete,species,,,
1217500,183648,Echinopsis crassicaulis,species,,,
1217501,183648,Echinopsis huascha,species,,,
1217502,183648,Echinopsis lamprochlora,species,,,
1217503,3433869,Chamaecereus saltensis,species,,,
1217504,3433869,Chamaecereus schreiteri,species,,,
1217505,183648,Echinopsis thelegonoides,species,,,
1217506,183648,Echinopsis pereziensis,species,,,
1217507,183648,Echinopsis cardenasiana,species,,,
1217508,183648,Echinopsis boyuibensis,species,,,
1217509,432459,Rebutia margarethae,species,,,
1217510,183648,Echinopsis bonnieae,species,,,
1217511,183648,Echinopsis breviflora,species,,,
1217512,183648,Echinopsis bruchii,species,,,
1217514,183648,Echinopsis lobivioides,species,,,
1217515,183648,Echinopsis rowleyi,species,,,
1217516,183648,Echinopsis walteri,species,,,
1217520,1217519,Lasiocereus fulvus,species,,,
1217522,1217521,Facheiroa ulei,species,,,
1217524,432447,Cleistocactus chrysocephalus,species,,,
308214,308213,Brasiliopuntia brasiliensis,species,,,
1217527,432452,Discocactus zehntneri subsp. buenekeri,subspecies,,,
1217526,1217525,Leocereus bahiensis,species,,,
308218,308217,Tephrocactus articulatus,species,,,
1217532,722778,Echinopsis aurea subsp. fallax,subspecies,,,
308219,1535288,Leuenbergeria marcanoi,species,,,
308221,146106,Pereskiopsis aquosa,species,,,
308223,106975,Opuntia dillenii,species,,,
308224,107610,Quiabentia zehntneri,species,,,
1217536,183648,Echinopsis jajoana,species,,,
1217539,1170780,Echinopsis bridgesii subsp. vallegrandensis,subspecies,,,
1217541,1217501,Echinopsis huascha subsp. robusta,subspecies,,,
1217542,1217485,Echinopsis tarijensis subsp. bertramiana,subspecies,,,
1217537,722778,Echinopsis aurea subsp. shaferi,subspecies,,,
1217544,1001071,Pygmaeocereus bieblii,species,,,
1217543,1217462,Matucana haynii subsp. hystrix,subspecies,,,
1586192,153845,Cereus albicaulis,species,,,
1586193,153845,Cereus bicolor,species,,,
1586194,308225,Cereus fernambucensis subsp. fernambucensis,subspecies,,,
1586195,308225,Cereus fernambucensis subsp. sericifer,subspecies,,,
1586196,153845,Cereus hexagonus,species,,,
2806805,1354806,Brasilicereus phaeacanthus,species,,,
1586197,153845,Cereus insularis,species,,,
1586198,1574107,Cereus jamacaru subsp. calcirupicola,subspecies,,,
1586199,1574107,Cereus jamacaru subsp. goiasensis,subspecies,,,
1586201,153845,Cereus mirabella,species,,,
1586200,1574107,Cereus jamacaru subsp. jamacaru,subspecies,,,
1586203,153845,Cereus saddianus,species,,,
1586204,153845,Cereus validus,species,,,
46148,3596,Pereskia grandiflora,species,,,
701511,701510,Cylindropuntia cholla,species,,,
701512,701510,Cylindropuntia fulgida,species,,,
701514,701510,Cylindropuntia imbricata,species,,,
701515,701510,Cylindropuntia rosea,species,,,
701516,106975,Opuntia stricta,species,,,
3421261,153839,Austrocactus aonikenkensis,species,,,
3421262,2749209,Austrocactus coxii subsp. colloncurensis,subspecies,,,
3421263,153839,Austrocactus decorus,species,,,
2806865,2806864,Rhodocactus stenanthus,species,,,
3421264,153839,Austrocactus diamantinus,species,,,
3421265,153839,Austrocactus elegans,species,,,
3421266,153839,Austrocactus ferrarii,species,,,
3421267,153839,Austrocactus hibernus,species,,,
3421270,153839,Austrocactus implexus,species,,,
3421271,153839,Austrocactus nobilis,species,,,
3421272,153839,Austrocactus occidentalis,species,,,
3421273,153839,Austrocactus pauxillus,species,,,
3421274,153839,Austrocactus praecox,species,,,
3421275,153839,Austrocactus longicarpus,species,,,
3421268,3421267,Austrocactus hibernus subsp. hibernus,subspecies,,,
3421269,3421267,Austrocactus hibernus subsp. robustior,subspecies,,,
2946145,2946144,Coryphantha sp. LFM006,species,,,
2946146,2946144,Coryphantha sp. LFM007,species,,,
2946147,2946144,Coryphantha sp. LFM008,species,,,
2946148,2939464,Ferocactus sp. LFM012,species,,,
2946149,2939464,Ferocactus sp. LFM011,species,,,
2946150,2677612,Mammillaria sp. LFM013,species,,,
2946151,2677612,Mammillaria sp. LFM014,species,,,
2946152,2626002,Thelocactus sp. LFM022,species,,,
2946153,2626002,Thelocactus sp. LFM020,species,,,
2946154,2626002,Thelocactus sp. LFM021,species,,,
867040,130108,Coryphantha dasyacantha,species,,,
3060856,153855,Eriosyce lapampaensis,species,,,
432521,153901,Uebelmannia pectinifera subsp. flavispina,subspecies,,,
2815117,2815116,Austrocactus sp. 1 Rio Senguer,species,,,
3044520,3044519,Corryocactus sp. Peru18463,species,,,
3044533,2627081,Echinopsis sp. Peru18018,species,,,
3044534,2627081,Echinopsis sp. Peru18304,species,,,
2839749,555420,Mammillaria crucigera subsp. crucigera,subspecies,,,
2839750,278535,Mammillaria huitzilopochtli subsp. huitzilopochtli,subspecies,,,
3060962,154416,Copiapoa eremophila,species,,,
2020596,153841,Browningia microsperma,species,,,
2020597,2633626,Cleistocactus sp. PR-2017,species,,,
2020598,2944425,Arequipa hempeliana,species,,,
2020599,1927056,Pilosocereus brasiliensis subsp. ruschianus,subspecies,,,
2020600,867468,Pilosocereus lanuginosus,species,,,
2020601,867468,Pilosocereus oligolepis,species,,,
2020602,867468,Pilosocereus piauhyensis,species,,,
2020603,867468,Pilosocereus polygonus,species,,,
2020604,2920869,Xiquexique tuberculatus,species,,,
169217,106975,Opuntia microdasys,species,,,
169218,154429,Rhipsalis teres,species,,,
169220,169219,Tacinga funalis,species,,,
3044618,1149777,Cactaceae sp. Peru18663,species,,,
2839821,278504,Mammillaria albilanata subsp. oaxacana,subspecies,,,
2839822,278504,Mammillaria albilanata subsp. reppenhagenii,subspecies,,,
2839823,555420,Mammillaria crucigera subsp. tlalocii,subspecies,,,
2839824,278535,Mammillaria huitzilopochtli subsp. niduliformis,subspecies,,,
2839825,130139,Mammillaria lanata,species,,,
1217811,183648,Echinopsis cf. ancistrophora Schlumpberger x133,species,,,
1217812,183648,Echinopsis cf. pachanoi Schlumpberger 721,species,,,
1217814,2627081,Echinopsis sp. Schlumpberger 652,species,,,
1217815,2627081,Echinopsis sp. Schlumpberger 717,species,,,
2782562,2677612,Mammillaria sp. lazmamnew,species,,,
2782563,2677612,Mammillaria sp. mamlaz2,species,,,
3569001,106975,Opuntia fortanelli,species,,,
2569578,130136,Lophophora alberto-vojtechii,species,,,
2569579,130136,Lophophora fricii,species,,,
2782572,130139,Mammillaria angelensis,species,,,
2782573,130139,Mammillaria bullardiana,species,,,
2782574,130139,Mammillaria estebanensis,species,,,
2782575,130139,Mammillaria johnstonii,species,,,
2782576,130139,Mammillaria maritima,species,,,
2782577,278565,Mammillaria petrophila subsp. arida,subspecies,,,
2569580,130136,Lophophora koehresii,species,,,
2782579,130139,Mammillaria slevinii,species,,,
2782580,130139,Mammillaria viridiflora,species,,,
2782581,278592,Mammillaria wrightii subsp. wilcoxii,subspecies,,,
1873327,1873326,Reicheocactus famatimensis,species,,,
1873329,1873325,Aylostera albopectinata,species,,,
1873330,1873325,Aylostera azurduyensis,species,,,
1873331,1873325,Aylostera eos,species,,,
1873332,1873325,Aylostera malochii,species,,,
1873333,1873325,Aylostera mamillosa,species,,,
1799606,2637721,Opuntia sp. BC-2016,species,,,
1873334,1873325,Aylostera tuberosa,species,,,
2490660,130108,Coryphantha pseudoradians,species,,,
267722,153862,Eulychnia saint-pieana,species,,,
267723,153862,Eulychnia breviflora,species,,,
267724,153862,Eulychnia castanea,species,,,
267725,153862,Eulychnia acida,species,,,
267726,2944425,Arequipa leucotricha,species,,,
267727,183648,Echinopsis uebelmanniana,species,,,
267728,2800775,Leucostele coquimbana,species,,,
267729,2800775,Leucostele deserticola,species,,,
267730,2800775,Leucostele litoralis,species,,,
267731,2800775,Leucostele skottsbergii,species,,,
267732,183648,Echinopsis spinibarbis,species,,,
267733,2800775,Leucostele atacamensis,species,,,
3446230,2637721,Opuntia sp.,species,,,
2282253,2282252,Eriosyce crispa subsp. totoralensis,subspecies,,,
2282254,1131670,Eriosyce curvispina subsp. armata,subspecies,,,
2282255,1131670,Eriosyce curvispina subsp. tuberisulcata,subspecies,,,
2528750,2621951,Maihueniopsis sp. CONC:184956,species,,,
2282257,153855,Eriosyce garaventae,species,,,
2282258,153855,Eriosyce heinrichiana,species,,,
2282259,2282258,Eriosyce heinrichiana subsp. intermedia,subspecies,,,
2282267,153858,Eriosyce napina subsp. lembckei,subspecies,,,
2364975,153855,Eriosyce wagenknechtii,species,,,
2282272,1131676,Eriosyce senilis subsp. elquiensis,subspecies,,,
980627,130139,Mammillaria sheldonii,species,,,
1458429,432463,Melocactus ernestii,species,,,
1349387,2767000,Homalocephala parryi,species,,,
1349388,130096,Astrophytum coahuilense,species,,,
1885039,106975,Opuntia oligacantha,species,,,
2029383,2640321,Disocactus sp. Faulconer 59,species,,,
867412,130139,Mammillaria compressa,species,,,
867413,130139,Mammillaria densispina,species,,,
867414,130139,Mammillaria dioica,species,,,
867415,130139,Mammillaria discolor,species,,,
867416,130139,Mammillaria eriacantha,species,,,
867417,130139,Mammillaria evermanniana,species,,,
867418,130139,Mammillaria flavicentra,species,,,
867419,130139,Mammillaria guerreronis,species,,,
867420,130139,Mammillaria guillauminiana,species,,,
867421,130139,Mammillaria hahniana,species,,,
867422,130139,Mammillaria halbingeri,species,,,
867423,130139,Mammillaria heyderi,species,,,
867424,130139,Mammillaria knippeliana,species,,,
867426,130139,Mammillaria lenta,species,,,
867427,130139,Mammillaria longiflora,species,,,
867428,130139,Mammillaria marksiana,species,,,
867429,130139,Mammillaria matudae,species,,,
867430,130139,Mammillaria melaleuca,species,,,
867431,130139,Mammillaria meyranii,species,,,
867432,130139,Mammillaria mieheana,species,,,
867433,130139,Mammillaria morganiana,species,,,
867434,130139,Mammillaria muehlenpfordtii,species,,,
867435,130139,Mammillaria napina,species,,,
867436,130139,Mammillaria nunezii,species,,,
867437,130139,Mammillaria orcuttii,species,,,
867438,130139,Mammillaria painteri,species,,,
867439,130139,Mammillaria perbella,species,,,
2979858,153864,Gymnocalycium x applanatum,species,,,
867440,130139,Mammillaria petterssonii,species,,,
867441,130139,Mammillaria pilispina,species,,,
867442,130139,Mammillaria roseoalba,species,,,
867443,130139,Mammillaria saboae,species,,,
2078759,106975,Opuntia mesacantha,species,,,
2078760,2078759,Opuntia mesacantha subsp. lata,subspecies,,,
867444,130139,Mammillaria sanchez-mejoradae,species,,,
867445,130139,Mammillaria sartorii,species,,,
867446,130139,Mammillaria schiedeana,species,,,
867447,130139,Mammillaria scrippsiana,species,,,
867448,130139,Mammillaria sempervivi,species,,,
867449,130139,Mammillaria sonorensis,species,,,
867450,130139,Mammillaria aff. sheldonii T1578,species,,,
867452,130139,Mammillaria standleyi,species,,,
867453,130139,Mammillaria surculosa,species,,,
867454,130139,Mammillaria tayloriorum,species,,,
867455,130139,Mammillaria tetrancistra,species,,,
867456,130139,Mammillaria theresae,species,,,
867457,130139,Mammillaria uncinata,species,,,
867458,130139,Mammillaria varieaculeata,species,,,
1931378,3596,Pereskia humboldtii,species,,,
867459,130139,Mammillaria wagneriana,species,,,
867460,130139,Mammillaria winterae,species,,,
1217529,183648,Echinopsis angelesiae,species,,,
867461,130139,Mammillaria xaltianguensis,species,,,
867462,130139,Mammillaria zublerae,species,,,
1038471,130108,Coryphantha palmeri,species,,,
1038472,130108,Coryphantha radians,species,,,
1038475,2643527,Echinocactus sp. BRU s.n.,species,,,
1038476,153853,Echinocereus chloranthus,species,,,
1038477,130108,Coryphantha duncanii,species,,,
1038481,146106,Pereskiopsis gatesii,species,,,
867465,223055,Myrtillocactus cochal,species,,,
1038486,336151,Selenicereus grandiflorus subsp. hondurensis,subspecies,,,
1038489,308217,Tephrocactus turpinii,species,,,
1038490,130120,Ferocactus leucacanthus,species,,,
1038492,130181,Turbinicarpus klinkerianus,species,,,
1038493,432467,Weingartia kargliana,species,,,
2775251,2637721,Opuntia sp. YY-2020,species,,,
858336,154429,Rhipsalis cf. agudoensis CA017,species,,,
153834,1217477,Echinopsis thionantha subsp. glauca,subspecies,,,
153836,153835,Acanthocereus pentagonus,species,,,
153838,153837,Armatocereus godingianus,species,,,
153840,153839,Austrocactus bertinii,species,,,
153842,153841,Browningia hertlingiana,species,,,
153844,153843,Castellanosia caineana,species,,,
153846,153845,Cereus alacriportanus,species,,,
153848,153847,Coleocephalocereus fluminensis,species,,,
153849,130106,Corryocactus brevistylus,species,,,
153850,130106,Corryocactus tenuiculus,species,,,
153852,1789610,Pseudorhipsalis amazonica,species,,,
153854,153853,Echinocereus pentalophus,species,,,
153856,153855,Eriosyce aurata,species,,,
153857,153855,Eriosyce islayensis,species,,,
153858,153855,Eriosyce napina,species,,,
153859,153855,Eriosyce subgibbosa,species,,,
153861,153860,Escontria chiotilla,species,,,
153863,153862,Eulychnia iquiquensis,species,,,
153865,153864,Gymnocalycium denudatum,species,,,
153867,153866,Haageocereus pseudomelanostele,species,,,
153869,153868,Harrisia pomanensis,species,,,
153871,153870,Leptocereus leonii,species,,,
153873,183648,Echinopsis pentlandii,species,,,
153875,1931368,Lophocereus schottii,species,,,
153877,153876,Micranthocereus albicephalus,species,,,
153879,153878,Neoraimondia arequipensis,species,,,
153881,153880,Neowerdermannia vorwerkii,species,,,
153883,153882,Oreocereus celsianus,species,,,
153884,130161,Parodia buenekeri,species,,,
3062045,1149777,Cactaceae sp.,species,,,
547102,106975,Opuntia hyptiacantha,species,,,
547103,106975,Opuntia joconostle,species,,,
547104,106975,Opuntia lasiacantha,species,,,
153890,153889,Pfeiffera ianthothele,species,,,
153892,153891,Rauhocereus riosaniensis,species,,,
153894,153893,Samaipaticereus corroanus,species,,,
153886,130161,Parodia magnifica,species,,,
153887,130161,Parodia microsperma,species,,,
153888,130161,Parodia ottonis,species,,,
153895,83431,Selenicereus boeckmannii,species,,,
153901,153900,Uebelmannia pectinifera,species,,,
153897,153896,Stetsonia coryne,species,,,
2496816,432459,Rebutia mentosa,species,,,
3471667,2634194,Selenicereus sp. T74263-1,species,,,
432448,432447,Cleistocactus strausii,species,,,
432450,432449,Denmoza rhodacantha,species,,,
432452,432451,Discocactus zehntneri,species,,,
432454,432453,Espostoa guentheri,species,,,
432456,432455,Espostoopsis dybowskii,species,,,
686410,432459,Rebutia christinae,species,,,
432460,1873325,Aylostera deminuta,species,,,
686411,432459,Rebutia donaldiana,species,,,
686412,432459,Rebutia fabrisii,species,,,
686413,432459,Rebutia friedrichiana,species,,,
686416,432459,Rebutia muscula,species,,,
432466,432459,Rebutia arenacea,species,,,
432468,432467,Weingartia buiningiana,species,,,
686417,432459,Rebutia wessneriana,species,,,
686414,432459,Rebutia haagei,species,,,
686415,432459,Rebutia kariusiana,species,,,
432473,153839,Austrocactus philippii,species,,,
432472,154416,Copiapoa knizei,species,,,
432470,432469,Yavia cryptocarpa,species,,,
432477,432452,Discocactus zehntneri subsp. boomianus,subspecies,,,
432476,153847,Coleocephalocereus goebelianus,species,,,
432479,183648,Echinopsis arachnacantha,species,,,
432480,267733,Leucostele atacamensis subsp. pasacana,subspecies,,,
432481,183648,Echinopsis cinnabarina,species,,,
432482,183648,Echinopsis huotii,species,,,
432483,153872,Lobivia mamillosa,species,,,
432484,183648,Echinopsis mirabilis,species,,,
432485,183648,Echinopsis schickendantzii,species,,,
432486,183648,Echinopsis tiegeliana,species,,,
432487,432453,Espostoa lanata,species,,,
432488,432453,Espostoa ritteri,species,,,
432489,153864,Gymnocalycium andreae,species,,,
432490,432489,Gymnocalycium andreae subsp. carolinense,subspecies,,,
432491,153864,Gymnocalycium anisitsii,species,,,
432492,432491,Gymnocalycium anisitsii subsp. anisitsii,subspecies,,,
432493,153864,Gymnocalycium bruchii,species,,,
432494,153864,Gymnocalycium carminanthum,species,,,
432495,153864,Gymnocalycium leptanthum,species,,,
432496,153864,Gymnocalycium paraguayense,species,,,
432497,153864,Gymnocalycium pflanzii,species,,,
432498,432497,Gymnocalycium pflanzii subsp. argentinense,subspecies,,,
432499,432497,Gymnocalycium pflanzii subsp. pflanzii,subspecies,,,
432500,153864,Gymnocalycium rauschii,species,,,
432501,153864,Gymnocalycium schickendantzii,species,,,
432502,153866,Haageocereus pacalaensis,species,,,
432503,154425,Matucana aurantiaca,species,,,
432504,153876,Micranthocereus auriazureus,species,,,
432505,153879,Neoraimondia arequipensis subsp. roseiflora,subspecies,,,
432506,1873325,Aylostera einsteinii,species,,,
432507,432459,Rebutia fiebrigii,species,,,
432508,432459,Rebutia minuscula,species,,,
432509,432459,Rebutia padcayensis,species,,,
432510,432459,Rebutia pseudodeminuta,species,,,
432511,1873325,Aylostera pygmaea,species,,,
432512,432459,Rebutia steinmannii,species,,,
432513,432459,Rebutia canigueralii,species,,,
432514,432465,Sulcorebutia cardenasiana,species,,,
432515,432467,Weingartia crispata,species,,,
1677697,154416,Copiapoa angustiflora,species,,,
432517,2496816,Rebutia mentosa subsp. purpurea,subspecies,,,
432518,2632083,Weingartia sp. LM-2007,species,,,
432519,432459,Rebutia steinbachii,species,,,
432520,432467,Weingartia tarijensis,species,,,
1677698,154416,Copiapoa aphanes,species,,,
432522,432523,Rebutia fidaiana subsp. cintiensis,subspecies,,,
432523,432459,Rebutia fidaiana,species,,,
432524,432459,Rebutia neocumingii,species,,,
432525,432524,Rebutia neocumingii subsp. neocumingii,subspecies,,,
432526,432524,Rebutia neocumingii subsp. pulquinensis,subspecies,,,
432527,432467,Weingartia westii,species,,,
1677705,154416,Copiapoa conglomerata,species,,,
1677707,154416,Copiapoa dealbata,species,,,
1677708,154416,Copiapoa decorticans,species,,,
1677709,154416,Copiapoa desertorum,species,,,
1677710,154416,Copiapoa echinata,species,,,
1677711,154416,Copiapoa echinoides,species,,,
1677712,154416,Copiapoa esmeraldana,species,,,
1677713,154416,Copiapoa fiedleriana,species,,,
1677714,154416,Copiapoa gigantea,species,,,
1677715,154416,Copiapoa grandiflora,species,,,
1677720,154416,Copiapoa hypogaea,species,,,
1677721,154416,Copiapoa leonensis,species,,,
1677722,154416,Copiapoa longispina,species,,,
1677723,154416,Copiapoa longistaminea,species,,,
1677724,154416,Copiapoa marginata,species,,,
1677725,154416,Copiapoa megarhiza,species,,,
1677727,154416,Copiapoa mollicula,species,,,
1677728,154416,Copiapoa montana,species,,,
1677729,154416,Copiapoa rupestris,species,,,
1677730,154416,Copiapoa serpentisulcata,species,,,
1677731,154416,Copiapoa taltalensis,species,,,
1677726,1677725,Copiapoa megarhiza subsp. parvula,subspecies,,,
1677734,154416,Copiapoa cinerea x Copiapoa gigantea,species,,,
1677733,1001091,Copiapoa humilis subsp. humilis,subspecies,,,
1677732,153855,Eriosyce esmeraldana,species,,,
1677735,130161,Parodia comarapana,species,,,
867520,130120,Ferocactus phyllacanthus,species,,,
326071,722775,Rhipsalidopsis gaertneri,species,,,
3144152,153901,Uebelmannia pectinifera subsp. horrida,subspecies,,,
3144155,153900,Uebelmannia nuda,species,,,
3037669,2634194,Selenicereus sp. FX-2023a,species,,,
1915416,183648,Echinopsis klimpeliana,species,,,
1915417,153866,Haageocereus zangalensis,species,,,
1915418,867475,Tunilla albisaetacens,species,,,
1915419,153857,Eriosyce islayensis subsp. omasensis,subspecies,,,
1915420,130161,Parodia stockingeri,species,,,
1915421,2800775,Leucostele bolligeriana,species,,,
2775604,153837,Armatocereus rauhii,species,,,
2775605,130106,Corryocactus melanotrichus,species,,,
2775606,153870,Leptocereus arboreus,species,,,
2775607,153870,Leptocereus assurgens,species,,,
2775608,153870,Leptocereus carinatus,species,,,
2775609,153870,Leptocereus ekmanii,species,,,
2775610,153870,Leptocereus maxonii,species,,,
2775611,153870,Leptocereus prostratus,species,,,
2775612,153870,Leptocereus santamarinae,species,,,
2775613,153870,Leptocereus scopulophilus,species,,,
2775614,153870,Leptocereus sylvestris,species,,,
2775615,83431,Selenicereus calcaratus,species,,,
2775616,171972,Stenocereus fimbriatus,species,,,
2923068,130144,Mammillaria haageana subsp. san-angelensis,subspecies,,,
866908,701510,Cylindropuntia x tetracantha,species,,,
1563232,154416,Copiapoa dura,species,,,
866923,130090,Acharagma roseanum subsp. galeanense,subspecies,,,
866924,130093,Ariocarpus fissuratus,species,,,
866925,130093,Ariocarpus kotschoubeyanus,species,,,
866926,130093,Ariocarpus scaphirostris,species,,,
866927,130093,Ariocarpus trigonus,species,,,
866929,130096,Astrophytum caput-medusae,species,,,
866930,130096,Astrophytum ornatum,species,,,
866931,154405,Austrocylindropuntia cylindrica,species,,,
866933,393614,Grusonia bulbispina,species,,,
866934,393614,Grusonia emoryi,species,,,
866935,393614,Grusonia grahamii,species,,,
866936,393614,Grusonia invicta,species,,,
866937,393614,Grusonia kunzei,species,,,
866939,393614,Grusonia moelleri,species,,,
866940,393614,Grusonia parishii,species,,,
